nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting
img-26-mscoco__fundo_0394__The Parthenon in front of the Great Pyramid__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.3,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.1859130859375,0.351318359375
img-26-mscoco__fundo_0394__The city of London__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.3,The city of London,A photograph of a knight in shining armor holding a basketball,0.252197265625,0.360595703125
img-26-mscoco__fundo_0418__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.351806640625,0.20263671875
img-26-mscoco__fundo_0418__A sunset__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.5,A sunset,A photograph of a knight in shining armor holding a basketball,0.261474609375,0.196533203125
img-26-mscoco__fundo_0418__The Parthenon in front of the Great Pyramid__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.5,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.28125,0.1654052734375
img-26-mscoco__fundo_0418__The city of London__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.5,The city of London,A photograph of a knight in shining armor holding a basketball,0.296142578125,0.1407470703125
img-26-mscoco__fundo_0442__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.357421875,0.199951171875
img-26-mscoco__fundo_0442__A sunset__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.7,A sunset,A photograph of a knight in shining armor holding a basketball,0.2841796875,0.1915283203125
img-26-mscoco__fundo_0442__The Parthenon in front of the Great Pyramid__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.7,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.275146484375,0.154296875
img-26-mscoco__fundo_0442__The city of London__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.7,The city of London,A photograph of a knight in shining armor holding a basketball,0.28125,0.1451416015625
img-26-mscoco__fundo_0466__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.366455078125,0.1951904296875
img-26-mscoco__fundo_0466__A sunset__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.9,A sunset,A photograph of a knight in shining armor holding a basketball,0.262939453125,0.1832275390625
img-26-mscoco__fundo_0466__The Parthenon in front of the Great Pyramid__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.9,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.291259765625,0.17236328125
img-26-mscoco__fundo_0466__The city of London__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-26-mscoco,1.9,The city of London,A photograph of a knight in shining armor holding a basketball,0.297119140625,0.1468505859375
img-26-mscoco__fundo_0490__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__The_Mona_Lisa.jpg,img-26-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.2396240234375,0.328857421875
img-26-mscoco__fundo_0490__A sunset__th01__The_Mona_Lisa.jpg,img-26-mscoco,0.1,A sunset,The Mona Lisa,0.217529296875,0.307373046875
img-26-mscoco__fundo_0490__The Parthenon in front of the Great Pyramid__th01__The_Mona_Lisa.jpg,img-26-mscoco,0.1,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.194580078125,0.27685546875
img-26-mscoco__fundo_0490__The city of London__th01__The_Mona_Lisa.jpg,img-26-mscoco,0.1,The city of London,The Mona Lisa,0.2073974609375,0.296630859375
img-26-mscoco__fundo_0514__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__The_Mona_Lisa.jpg,img-26-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.2340087890625,0.312255859375
img-26-mscoco__fundo_0514__A sunset__th03__The_Mona_Lisa.jpg,img-26-mscoco,0.3,A sunset,The Mona Lisa,0.2259521484375,0.315185546875
img-26-mscoco__fundo_0514__The Parthenon in front of the Great Pyramid__th03__The_Mona_Lisa.jpg,img-26-mscoco,0.3,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.206298828125,0.2626953125
img-26-mscoco__fundo_0514__The city of London__th03__The_Mona_Lisa.jpg,img-26-mscoco,0.3,The city of London,The Mona Lisa,0.2489013671875,0.30078125
img-26-mscoco__fundo_0538__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__The_Mona_Lisa.jpg,img-26-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.28466796875,0.292724609375
img-26-mscoco__fundo_0538__A sunset__th05__The_Mona_Lisa.jpg,img-26-mscoco,0.5,A sunset,The Mona Lisa,0.2320556640625,0.254638671875
img-26-mscoco__fundo_0538__The Parthenon in front of the Great Pyramid__th05__The_Mona_Lisa.jpg,img-26-mscoco,0.5,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.2193603515625,0.285400390625
img-26-mscoco__fundo_0538__The city of London__th05__The_Mona_Lisa.jpg,img-26-mscoco,0.5,The city of London,The Mona Lisa,0.24169921875,0.288330078125
img-26-mscoco__fundo_0562__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__The_Mona_Lisa.jpg,img-26-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.2484130859375,0.302734375
img-26-mscoco__fundo_0562__A sunset__th07__The_Mona_Lisa.jpg,img-26-mscoco,0.7,A sunset,The Mona Lisa,0.23193359375,0.24755859375
img-26-mscoco__fundo_0562__The Parthenon in front of the Great Pyramid__th07__The_Mona_Lisa.jpg,img-26-mscoco,0.7,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.1978759765625,0.276123046875
img-26-mscoco__fundo_0562__The city of London__th07__The_Mona_Lisa.jpg,img-26-mscoco,0.7,The city of London,The Mona Lisa,0.27392578125,0.298828125
img-26-mscoco__fundo_0586__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__The_Mona_Lisa.jpg,img-26-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.279541015625,0.307373046875
img-26-mscoco__fundo_0586__A sunset__th09__The_Mona_Lisa.jpg,img-26-mscoco,0.9,A sunset,The Mona Lisa,0.25390625,0.2548828125
img-26-mscoco__fundo_0586__The Parthenon in front of the Great Pyramid__th09__The_Mona_Lisa.jpg,img-26-mscoco,0.9,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.264892578125,0.283935546875
img-26-mscoco__fundo_0586__The city of London__th09__The_Mona_Lisa.jpg,img-26-mscoco,0.9,The city of London,The Mona Lisa,0.232421875,0.268798828125
img-26-mscoco__fundo_0610__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__The_Mona_Lisa.jpg,img-26-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.281005859375,0.314208984375
img-26-mscoco__fundo_0610__A sunset__th11__The_Mona_Lisa.jpg,img-26-mscoco,1.1,A sunset,The Mona Lisa,0.2257080078125,0.2578125
img-26-mscoco__fundo_0610__The Parthenon in front of the Great Pyramid__th11__The_Mona_Lisa.jpg,img-26-mscoco,1.1,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.2215576171875,0.293212890625
img-26-mscoco__fundo_0610__The city of London__th11__The_Mona_Lisa.jpg,img-26-mscoco,1.1,The city of London,The Mona Lisa,0.24462890625,0.31005859375
img-26-mscoco__fundo_0634__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__The_Mona_Lisa.jpg,img-26-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.263427734375,0.296875
img-26-mscoco__fundo_0634__A sunset__th13__The_Mona_Lisa.jpg,img-26-mscoco,1.3,A sunset,The Mona Lisa,0.231201171875,0.310302734375
img-26-mscoco__fundo_0634__The Parthenon in front of the Great Pyramid__th13__The_Mona_Lisa.jpg,img-26-mscoco,1.3,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.2410888671875,0.266357421875
img-26-mscoco__fundo_0634__The city of London__th13__The_Mona_Lisa.jpg,img-26-mscoco,1.3,The city of London,The Mona Lisa,0.268310546875,0.279296875
img-26-mscoco__fundo_0658__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__The_Mona_Lisa.jpg,img-26-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.3544921875,0.2427978515625
img-26-mscoco__fundo_0658__A sunset__th15__The_Mona_Lisa.jpg,img-26-mscoco,1.5,A sunset,The Mona Lisa,0.27001953125,0.1783447265625
img-26-mscoco__fundo_0658__The Parthenon in front of the Great Pyramid__th15__The_Mona_Lisa.jpg,img-26-mscoco,1.5,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.273193359375,0.19677734375
img-26-mscoco__fundo_0658__The city of London__th15__The_Mona_Lisa.jpg,img-26-mscoco,1.5,The city of London,The Mona Lisa,0.288818359375,0.1715087890625
img-26-mscoco__fundo_0682__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__The_Mona_Lisa.jpg,img-26-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.39453125,0.2467041015625
img-26-mscoco__fundo_0682__A sunset__th17__The_Mona_Lisa.jpg,img-26-mscoco,1.7,A sunset,The Mona Lisa,0.25537109375,0.174072265625
img-26-mscoco__fundo_0682__The Parthenon in front of the Great Pyramid__th17__The_Mona_Lisa.jpg,img-26-mscoco,1.7,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.2626953125,0.1837158203125
img-26-mscoco__fundo_0682__The city of London__th17__The_Mona_Lisa.jpg,img-26-mscoco,1.7,The city of London,The Mona Lisa,0.302734375,0.1810302734375
img-26-mscoco__fundo_0706__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__The_Mona_Lisa.jpg,img-26-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",The Mona Lisa,0.372314453125,0.2403564453125
img-26-mscoco__fundo_0706__A sunset__th19__The_Mona_Lisa.jpg,img-26-mscoco,1.9,A sunset,The Mona Lisa,0.2548828125,0.1597900390625
img-26-mscoco__fundo_0706__The Parthenon in front of the Great Pyramid__th19__The_Mona_Lisa.jpg,img-26-mscoco,1.9,The Parthenon in front of the Great Pyramid,The Mona Lisa,0.282958984375,0.1790771484375
img-26-mscoco__fundo_0706__The city of London__th19__The_Mona_Lisa.jpg,img-26-mscoco,1.9,The city of London,The Mona Lisa,0.278076171875,0.1610107421875
